SIREN;Nom de l'entreprise;Produit;Numéro de dossier;Chargé d'affaire;Finalité commerciale;Date D'accord;Date prévisionnelle de signature;Dépenses entreprise (k€);Statut
798205985;AARPI LIZOP ET ASSOCIES;Financement plan réduction pollution;5239814314;Brad Volkman;Modernisation;;30/08/2013;164;Perdu
847932175;HOTEL DES CHAMPS ELYSEES;Financement campagne sensibilisation interne TES;7207494315;Brad Volkman;Développement;29/02/2020;06/01/2020;159;Gagné
398050187;SINORAMA VOYAGES;Financement formation TES;9623534316;Lavon Lang;Développement;;18/07/2014;343;Perdu
522300755;HOTEL DE L'EMPEREUR;Financement formation TES;4973104317;Dusty Hoppe;Développement;;26/01/2020;223;En cours
841558745;HOTEL DE SEVRES;Financement campagne sensibilisation interne TES;6304084318;Isaac Runolfsdottir;Développement;;04/09/2019;395;Perdu
832788012;3PR SARL;Prêt Crédit Impôt Recherche;5793814319;Trystan Hickle;Développement;;29/07/2018;370;Perdu
483355475;SIGNATURS;Financement travaux modernisation;8222254320;Dusty Hoppe;Modernisation;;27/07/2010;413;Perdu
38852463;HOTEL DES MARRONNIERS;Financement formation TES;3001004321;Queen Pfannerstill;Développement;;02/04/2010;189;Perdu
804360295;SO DI M E SOCIETE DE DISTRIBUTION DE MANNEQUINS ET D'ETALAGES;Prêt économies énergies;9581534322;Darrion Becker;Modernisation;;07/09/2010;402;Perdu
433152261;4 F INTERNATIONAL;Financement plan réduction pollution;0472254323;Brad Volkman;Modernisation;;23/12/2012;186;Perdu
508511755;ABSOLUTE SCOOTERS;Financement travaux modernisation;6101784324;Darrion Becker;Modernisation;;17/02/2011;238;Perdu
495030363;SKYWORKS SEMICONDUCTOR;Financement innovation écologique;2368534325;Abigayle Rohan;Développement;;27/01/2015;189;Perdu
833382294;SOC HOTEL CHAPLAIN;Prêt participatif développement bois;4419954326;Lavon Lang;Développement;;08/09/2016;309;Perdu
502379449;ABRD;Prêt Crédit Impôt Recherche;5903224327;Queen Pfannerstill;Développement;;26/06/2019;204;Perdu
819128703;SOC BARTEX;Financement formation TES;5754584328;Lavon Lang;Développement;;30/03/2018;187;Perdu
532239563;HERVE MARTIN ET NICOLAS PHILIPPOT, NOTAIRES ASSOCIES D'UNE SOCIETE CIVILE PROFESSIONNELLE, TITULAIRE D'UN OFFICE...;Financement installations production énergies renouvellables;5548234329;Frederick Predovic;Modernisation;21/12/2019;14/10/2019;345;Gagné
830627154;HOTEL BRADY;Financement innovation écologique;2527964330;Darrion Becker;Développement;;10/03/2014;467;Perdu
822949046;22Â°;Prêt participatif développement bois;7514694331;Felicia Nicolas;Développement;;10/09/2018;175;Perdu
832962989;SNC GRANDE PHARMACIE DE BELLEVILLE;Financement plan réduction pollution;8760084332;Felicia Nicolas;Modernisation;;19/01/2020;149;En cours
795051580;SINALYS;Financement campagne sensibilisation interne TES;7271394333;Hayden Schroeder;Développement;;28/08/2018;222;Perdu
829618834;HERMINEA FINANCE;Financement campagne sensibilisation interne TES;2190744334;Brad Volkman;Développement;;14/08/2011;407;Perdu
845297803;A LA FONTAINE;Prêt Crédit Impôt Recherche;8113054335;Isaac Runolfsdottir;Développement;;07/09/2016;187;Perdu
422006262;SICASOV;Financement campagne sensibilisation interne TES;2432244336;Abigayle Rohan;Développement;23/12/2014;27/09/2014;107;Gagné
448043307;SICASS EUROPE;Prêt participatif développement bois;0428044337;Trystan Hickle;Développement;;29/01/2012;354;Perdu
318829801;HMG FINANCE;Financement travaux modernisation;9353124338;Frederick Predovic;Modernisation;;18/04/2018;109;Perdu
429361751;HOTEL GAVARNI;Financement campagne sensibilisation interne TES;9451394339;Hayden Schroeder;Développement;;30/11/2018;456;Perdu
478738917;SISTBP;Financement plan réduction pollution;3090824340;Isaac Runolfsdottir;Modernisation;;16/02/2018;123;Perdu
819479460;AB MARCADET-DAUTANCOURT (SELARL);Financement installations production énergies renouvellables;0377404341;Trystan Hickle;Modernisation;;27/01/2019;283;Perdu
479281024;A.G.R.I ASSISTANCE GESTION ET REALISATION IMMOBILIERES;Financement installations production énergies renouvellables;5067634342;Lavon Lang;Modernisation;;14/01/2014;305;Perdu
844192591;2A;Financement formation TES;2904384343;Mara Lowe;Développement;;05/04/2012;293;Perdu
538462474;A S E AUTO SERVICE EXCELLENT;Financement plan réduction émissions CO2;5496914344;Price Glover;Modernisation;;27/02/2019;273;Perdu
754059707;A+ CTRE AUSTRALIEN EDUC CULTURE;Financement formation TES;1117594345;Dusty Hoppe;Développement;;17/03/2016;456;Perdu
833090673;HOTEL ELYSEES BASSANO;Prêt participatif développement bois;7296964346;Mara Lowe;Développement;;07/01/2017;296;Perdu
850031063;A L'HOTEL QUEEN MARY;Prêt participatif développement bois;1879244347;Frederick Predovic;Développement;25/10/2019;02/08/2019;100;Gagné
877877837;HAUSSMANN EXECUTIVE SEARCH;Financement formation TES;7703454348;Trystan Hickle;Développement;;04/02/2012;400;Perdu
832495980;SIEN;Financement plan réduction émissions CO2;5626704349;Arnoldo Roob;Modernisation;23/02/2013;30/12/2012;102;Gagné
853255735;A LA BONNE MENAGERE;Financement plan réduction émissions CO2;0272134350;Trystan Hickle;Modernisation;01/11/2010;06/08/2010;167;Gagné
847922606;SHEFOB;Financement travaux modernisation;7097104351;Trystan Hickle;Modernisation;;17/02/2015;234;Perdu
519570717;2M & ASSOCIES;Prêt participatif développement bois;9371204352;Darrion Becker;Développement;;26/07/2010;444;Perdu
522739234;43 MONTMARTRE;Financement installations production énergies renouvellables;1552234353;Mara Lowe;Modernisation;;22/02/2010;346;Perdu
304275530;SOC COOPERATIVE PERSONNEL BANQUE FRANCE;Prêt économies énergies;8560774354;Lavon Lang;Modernisation;;26/06/2012;360;Perdu
790505523;HOTEL D AMBOISE;Financement campagne sensibilisation interne TES;6455904355;Frederick Predovic;Développement;;10/08/2016;242;Perdu
528649395;HOTEL MARAIS GRANDS BOULEVARDS;Financement campagne sensibilisation interne TES;7747194356;Dusty Hoppe;Développement;;14/02/2013;106;Perdu
512204850;HENRAT ET GARIN;Financement formation TES;9603544357;Darrion Becker;Développement;;04/06/2018;211;Perdu
792961278;HOTEL LANGLOIS SA;Financement formation TES;1218524358;Mara Lowe;Développement;;01/11/2018;276;Perdu
812278679;HEVEA FRANCE;Financement plan réduction émissions CO2;7730674359;Isaac Runolfsdottir;Modernisation;;15/02/2019;315;Perdu
819207622;HL COSMETICS;Prêt participatif développement bois;0620924360;Cecile Marquardt;Développement;07/10/2019;10/07/2019;105;Gagné
430059048;SOC A THEATRE MICHEL;Prêt participatif développement bois;2811674361;Isaac Runolfsdottir;Développement;17/12/2013;28/09/2013;399;Gagné
823222237;SKILLCAPITAL SARL;Prêt économies énergies;5643504362;Felicia Nicolas;Modernisation;;06/11/2014;208;Perdu
378402606;A.C.G. LIFE;Prêt Crédit Impôt Recherche;2091994363;Cecile Marquardt;Développement;;29/08/2016;407;Perdu
500238241;SOC GRAND HOTEL LAFAYETTE BUFFAULT;Financement plan réduction pollution;4636014364;Queen Pfannerstill;Modernisation;;13/03/2017;195;Perdu
853742369;A VERSE TOUJOURS;Prêt participatif développement bois;9452274365;Isaac Runolfsdottir;Développement;;30/05/2014;245;Perdu
348633462;SOC GESTION D'ESPACES EVENEMENTIELS;Prêt participatif développement bois;2862114366;Felicia Nicolas;Développement;07/05/2014;28/02/2014;222;Gagné
439414046;A.F.M;Prêt participatif développement bois;6285424367;Darrion Becker;Développement;06/12/2016;21/09/2016;353;Gagné
520446824;ABAKUS SECURITE;Prêt Crédit Impôt Recherche;7109374368;Trystan Hickle;Développement;29/08/2016;02/07/2016;171;Gagné
428590624;SOC EXPLOITATION GROUPE FERTEL;Prêt Crédit Impôt Recherche;1435334369;Price Glover;Développement;12/07/2013;11/05/2013;278;Gagné
798584835;SOC ETABL COUSTOU COULEURS  S0;Financement campagne sensibilisation interne TES;8468114370;Brad Volkman;Développement;;21/10/2013;124;Perdu
38852463;HOTEL DES MARRONNIERS;Prêt participatif développement bois;1602684371;Cecile Marquardt;Développement;;08/08/2016;391;Perdu
851744565;HOTEL DE VARENNE;Financement installations production énergies renouvellables;1647794372;Felicia Nicolas;Modernisation;;26/09/2017;240;Perdu
488719642;HOTEL DUMONT BLANC;Financement innovation écologique;5332894373;Darrion Becker;Développement;;01/08/2013;132;Perdu
492341763;HELIOPROD METHANISATION;Financement plan réduction émissions CO2;5361514374;Isaac Runolfsdottir;Modernisation;;07/02/2017;127;Perdu
411194632;SOC HELP TAXIS;Financement campagne sensibilisation interne TES;0284844375;Cecile Marquardt;Développement;27/08/2011;24/07/2011;364;Gagné
840465918;HOTEL DU MOULIN RUE FONTAINE;Prêt participatif développement bois;8934554376;Cecile Marquardt;Développement;11/10/2013;06/09/2013;201;Gagné
878373588;HOTEL D ANGLETERRE ST GERMAIN DES PRES;Prêt participatif développement bois;2223164377;Darrion Becker;Développement;;29/10/2012;393;Perdu
318829801;HMG FINANCE;Financement plan réduction émissions CO2;6750434378;Lavon Lang;Modernisation;;19/11/2013;227;Perdu
814641718;HICAREX;Prêt Crédit Impôt Recherche;8560494379;Felicia Nicolas;Développement;23/07/2015;29/04/2015;187;Gagné
790527949;HDF BEAUTY;Prêt Crédit Impôt Recherche;4100424380;Felicia Nicolas;Développement;;21/09/2018;134;Perdu
324118702;HOTEL ETOILE WAGRAM;Financement innovation écologique;7223344381;Felicia Nicolas;Développement;;01/10/2017;495;Perdu
500602982;HOGHAN;Financement campagne sensibilisation interne TES;3933864382;Isaac Runolfsdottir;Développement;25/12/2012;31/10/2012;374;Gagné
807391438;A 5 A ARCHITECTES;Financement travaux modernisation;5865034383;Felicia Nicolas;Modernisation;;06/09/2014;356;Perdu
814838330;A.I.C.P.;Financement plan réduction émissions CO2;4094564384;Arnoldo Roob;Modernisation;;17/06/2010;189;Perdu
841077167;HERTZOG - ZIBI - RUFF & ASSOCIES;Prêt participatif développement bois;4778794385;Trystan Hickle;Développement;;13/06/2019;140;Perdu
821681970;A ET B ARCHITECTES;Financement installations production énergies renouvellables;3328964386;Felicia Nicolas;Modernisation;;20/02/2012;348;Perdu
389005067;SHINICHI;Financement installations production énergies renouvellables;8722874387;Brad Volkman;Modernisation;;12/11/2019;474;Perdu
827756438;HELOENCE;Financement innovation écologique;2294104388;Brad Volkman;Développement;16/08/2015;25/05/2015;221;Gagné
383897816;SOC ALMA;Financement installations production énergies renouvellables;5333154389;Queen Pfannerstill;Modernisation;;18/05/2011;132;Perdu
532773413;SOC DANIEL H PIAT;Prêt économies énergies;9728954390;Hayden Schroeder;Modernisation;13/12/2012;03/10/2012;132;Gagné
785355124;SMARTGRAINS;Financement installations production énergies renouvellables;5881564391;Felicia Nicolas;Modernisation;;09/01/2018;270;Perdu
801389057;HLDG;Financement innovation écologique;2315774392;Cecile Marquardt;Développement;28/02/2013;22/01/2013;407;Gagné
533415329;SOC DE L'HOTEL DE LA BOURSE;Financement plan réduction émissions CO2;1257174393;Frederick Predovic;Modernisation;;26/03/2014;205;Perdu
384178604;A C C;Financement travaux modernisation;0525844394;Price Glover;Modernisation;;23/12/2010;137;Perdu
850823048;SMURFIT KAPPA ALMA;Financement installations production énergies renouvellables;0910494395;Trystan Hickle;Modernisation;;27/08/2010;196;Perdu
484560180;A.C.A SOCIETE D AVOCATS;Financement travaux modernisation;4281204396;Dusty Hoppe;Modernisation;;11/06/2015;274;Perdu
450307947;2B FINANCE ET CONSEILS;Financement plan réduction pollution;6671974397;Felicia Nicolas;Modernisation;;31/01/2016;293;Perdu
753702620;AARON'S;Prêt participatif développement bois;7727614398;Isaac Runolfsdottir;Développement;;17/11/2018;346;Perdu
532514619;SL PARTNER;Financement plan réduction pollution;7193084399;Queen Pfannerstill;Modernisation;;11/03/2015;278;Perdu
451239628;3 AY;Financement travaux modernisation;8778724400;Trystan Hickle;Modernisation;31/08/2019;20/07/2019;276;Gagné
793858465;SLJ DISTRIBUTION;Prêt participatif développement bois;0936494401;Price Glover;Développement;;01/01/2012;319;Perdu
848070538;HOTEL DU CASINO;Financement installations production énergies renouvellables;3502894402;Felicia Nicolas;Modernisation;;13/05/2010;460;Perdu
825207012;SOC D'EXPERT COMPTABLE FIDUCIAIRE UNION;Financement innovation écologique;1724184403;Felicia Nicolas;Développement;08/10/2016;14/07/2016;469;Gagné
821555620;HOTEL ASTRID;Financement campagne sensibilisation interne TES;0168344404;Cecile Marquardt;Développement;;03/12/2018;437;Perdu
878830223;HOLDING DE PHARMARCIE INDEPENDANTES;Prêt économies énergies;7350454405;Queen Pfannerstill;Modernisation;20/10/2016;12/09/2016;413;Gagné
850031063;A L'HOTEL QUEEN MARY;Financement plan réduction pollution;3009144406;Cecile Marquardt;Modernisation;;06/07/2018;352;Perdu
840958599;SOC DES REALISATEURS DE FILMS;Financement plan réduction pollution;0200304407;Cecile Marquardt;Modernisation;;26/04/2010;198;Perdu
354079212;SOC DES ETABLISSEMENTS JACQUES CHARTIER;Financement travaux modernisation;1976184408;Arnoldo Roob;Modernisation;;30/10/2019;206;Perdu
410805402;HOTEL BASSANO;Financement plan réduction émissions CO2;1342694409;Mara Lowe;Modernisation;08/12/2018;21/10/2018;297;Gagné
389598095;SINDOU FAURIE PLANSON ET ASSOCIES;Financement installations production énergies renouvellables;1402204410;Queen Pfannerstill;Modernisation;07/01/2012;11/11/2011;209;Gagné
331384701;SIRKAM;Prêt participatif développement bois;0262244411;Frederick Predovic;Développement;;23/06/2016;308;Perdu
838732238;3A CONSEIL;Financement plan réduction émissions CO2;2139054412;Mara Lowe;Modernisation;;09/03/2012;273;Perdu
838437879;AB HOLDING COMPAGNY;Financement formation TES;5915754413;Trystan Hickle;Développement;;22/02/2011;270;Perdu
493387872;SOC EST HOTEL;Financement campagne sensibilisation interne TES;0741464414;Price Glover;Développement;;30/07/2018;106;Perdu
480990746;A.I.J.A.;Financement plan réduction pollution;8421664415;Darrion Becker;Modernisation;;25/07/2010;456;Perdu
421295007;4 A INTERNATIONAL;Financement innovation écologique;2596874416;Darrion Becker;Développement;;20/06/2017;428;Perdu
841048630;3H;Prêt participatif développement bois;4171394417;Felicia Nicolas;Développement;;18/07/2010;128;Perdu
441330818;SICARA;Financement travaux modernisation;5377024418;Felicia Nicolas;Modernisation;;29/07/2013;456;Perdu
498962463;SNC B.V.;Prêt participatif développement bois;0219284419;Cecile Marquardt;Développement;;23/10/2018;176;Perdu
829618834;HERMINEA FINANCE;Financement plan réduction émissions CO2;5737334420;Frederick Predovic;Modernisation;;04/06/2019;330;Perdu
835032186;SOC DIDIER AARON ET CIE;Prêt économies énergies;1153944421;Trystan Hickle;Modernisation;;08/05/2011;210;Perdu
482147899;HELENE K - HELENE GAINVILLE;Financement installations production énergies renouvellables;2267964422;Cecile Marquardt;Modernisation;;19/01/2011;135;Perdu
822426755;AAU MASTRANDREAS;Financement installations production énergies renouvellables;0479154423;Lavon Lang;Modernisation;;15/03/2018;172;Perdu
348156001;ABIHSSIRA;Financement formation TES;4627014424;Brad Volkman;Développement;08/12/2013;25/10/2013;281;Gagné
832282164;ABEILLE DRAPEAUX EX BERTHOU;Financement travaux modernisation;3647924425;Cecile Marquardt;Modernisation;15/02/2016;08/01/2016;382;Gagné
845297803;A LA FONTAINE;Financement travaux modernisation;0359084426;Darrion Becker;Modernisation;22/04/2016;25/02/2016;366;Gagné
793113093;HOTEL JOKE;Financement plan réduction pollution;9473834427;Queen Pfannerstill;Modernisation;;25/04/2018;487;Perdu
828497933;ABSOLUTE OFFICE;Financement campagne sensibilisation interne TES;0118484428;Price Glover;Développement;;01/12/2016;283;Perdu
775670532;ABAC CONCEP INVESTIGATIONS;Prêt participatif développement bois;7754504429;Brad Volkman;Développement;;27/12/2014;373;Perdu
829300276;SMS OPTIC;Prêt Crédit Impôt Recherche;3920354430;Cecile Marquardt;Développement;16/07/2011;24/05/2011;316;Gagné
813306966;SNC BOSC DECOBERT;Prêt économies énergies;0075374431;Price Glover;Modernisation;;21/09/2016;171;Perdu
808611198;HELLMA FRANCE;Financement installations production énergies renouvellables;8663344432;Cecile Marquardt;Modernisation;01/02/2013;29/12/2012;142;Gagné
817787948;HOTEL GRAMONT;Financement plan réduction pollution;5212444433;Mara Lowe;Modernisation;;18/01/2010;454;Perdu
441165370;109*;Financement plan réduction pollution;3960044434;Brad Volkman;Modernisation;;14/11/2015;108;Perdu
494252539;100%ZEN;Financement campagne sensibilisation interne TES;4678814435;Arnoldo Roob;Développement;31/01/2018;29/12/2017;263;Gagné
439575994;A.M.CONSEIL;Financement plan réduction pollution;1747104436;Cecile Marquardt;Modernisation;;12/01/2015;483;Perdu
484385364;ABCD;Financement travaux modernisation;2859314437;Lavon Lang;Modernisation;;19/06/2017;407;Perdu
481470714;SNC CHAIGNEAU;Prêt économies énergies;0037964438;Abigayle Rohan;Modernisation;06/03/2012;08/12/2011;316;Gagné
398050187;SINORAMA VOYAGES;Prêt participatif développement bois;4593914439;Lavon Lang;Développement;26/05/2016;10/03/2016;416;Gagné
808611198;HELLMA FRANCE;Financement innovation écologique;3600814440;Brad Volkman;Développement;28/10/2012;07/08/2012;391;Gagné
481491041;A.C.G.A.;Financement innovation écologique;8792324441;Queen Pfannerstill;Développement;29/11/2017;30/10/2017;490;Gagné
411363161;SIGNES;Financement plan réduction pollution;0680214442;Arnoldo Roob;Modernisation;;27/07/2011;181;Perdu
483800553;AAPS AVOCATS;Financement formation TES;7188044443;Abigayle Rohan;Développement;;17/01/2018;198;Perdu
439353855;217 RP;Prêt participatif développement bois;5703484444;Abigayle Rohan;Développement;;22/12/2011;151;Perdu
752413963;SMITH DORIA;Financement plan réduction émissions CO2;7419714445;Mara Lowe;Modernisation;03/05/2017;11/02/2017;169;Gagné
389861147;HOTEL D'ORSAY;Financement plan réduction émissions CO2;8686564446;Frederick Predovic;Modernisation;;15/08/2011;107;Perdu
435237011;SNC PRIMEUM;Financement installations production énergies renouvellables;5230644447;Price Glover;Modernisation;;02/08/2014;228;Perdu
802846063;SOC BASS ET BASS;Financement installations production énergies renouvellables;5243874448;Isaac Runolfsdottir;Modernisation;23/11/2017;30/08/2017;193;Gagné
820650497;HIRED TALENT MARKETPLACE FRANCE SAS;Financement installations production énergies renouvellables;9382684449;Frederick Predovic;Modernisation;;15/09/2018;111;Perdu
384907432;7FACTORY;Financement formation TES;1711804450;Lavon Lang;Développement;;08/12/2010;278;Perdu
303457139;ABAKA & CO;Financement campagne sensibilisation interne TES;9981334451;Mara Lowe;Développement;;28/06/2011;165;Perdu
828651471;HOTEL DE MORNY;Financement plan réduction pollution;6232064452;Price Glover;Modernisation;23/12/2017;20/10/2017;417;Gagné
808827158;SMALL PLANET;Financement installations production énergies renouvellables;0724764453;Mara Lowe;Modernisation;;07/09/2010;418;Perdu
479985996;HINOLISARI SUCCESS;Prêt Crédit Impôt Recherche;7772014454;Isaac Runolfsdottir;Développement;;26/06/2010;151;Perdu
499736791;A D NOVA;Financement formation TES;0792204455;Abigayle Rohan;Développement;25/01/2016;13/11/2015;150;Gagné
792961278;HOTEL LANGLOIS SA;Financement plan réduction pollution;5934774456;Mara Lowe;Modernisation;;06/03/2019;220;Perdu
531122091;7MOBILE;Financement plan réduction émissions CO2;8317574457;Arnoldo Roob;Modernisation;;20/02/2015;279;Perdu
785355124;SMARTGRAINS;Financement plan réduction pollution;7859254458;Mara Lowe;Modernisation;11/06/2017;28/03/2017;154;Gagné
838580793;SILTEC;Financement campagne sensibilisation interne TES;8156244459;Arnoldo Roob;Développement;;17/12/2019;320;En cours
832495980;SIEN;Prêt participatif développement bois;5002964460;Arnoldo Roob;Développement;;09/02/2013;455;Perdu
419607007;HBA;Prêt Crédit Impôt Recherche;9964234461;Darrion Becker;Développement;;14/11/2011;485;Perdu
851150854;HOTEL EXCELSIOR;Prêt économies énergies;6267514462;Hayden Schroeder;Modernisation;;19/09/2013;110;Perdu
819199167;SINENOVE;Financement campagne sensibilisation interne TES;3498354463;Dusty Hoppe;Développement;;03/12/2012;413;Perdu
794525519;SJMC;Prêt économies énergies;6701294464;Lavon Lang;Modernisation;;13/04/2012;139;Perdu
812535656;SOC DR JEAN-PHILIPPE MALLET SELARL CHIRURGIEN DENTISTE;Prêt participatif développement bois;7441824465;Mara Lowe;Développement;;16/02/2012;116;Perdu
702002221;A D H SAINT CIRE;Prêt économies énergies;2056374466;Mara Lowe;Modernisation;;01/07/2010;279;Perdu
792961278;HOTEL LANGLOIS SA;Financement innovation écologique;4772134467;Mara Lowe;Développement;;22/01/2018;115;Perdu
531094506;HOTEL BEAUBOURG;Prêt participatif développement bois;3583164468;Brad Volkman;Développement;;18/11/2017;224;Perdu
410117121;HIGH ART;Prêt Crédit Impôt Recherche;1796544469;Cecile Marquardt;Développement;25/03/2010;21/01/2010;333;Gagné
512204850;HENRAT ET GARIN;Financement travaux modernisation;0224204470;Felicia Nicolas;Modernisation;;28/08/2010;214;Perdu
515100931;SOC CHAUSSURES BERTHIER;Prêt participatif développement bois;4262494471;Trystan Hickle;Développement;;27/12/2011;477;Perdu
753435676;HB 75;Financement innovation écologique;1874094472;Abigayle Rohan;Développement;;14/08/2013;214;Perdu
532247483;SOC FR D'EQUIPEMENT HOSPITALIER;Financement innovation écologique;7731074473;Lavon Lang;Développement;17/07/2016;27/05/2016;412;Gagné
841048630;3H;Financement installations production énergies renouvellables;6205044474;Abigayle Rohan;Modernisation;04/05/2015;25/03/2015;264;Gagné
822426755;AAU MASTRANDREAS;Financement travaux modernisation;2839464475;Abigayle Rohan;Modernisation;16/02/2017;12/12/2016;100;Gagné
421483926;A.D.G.;Financement plan réduction pollution;1778574476;Hayden Schroeder;Modernisation;24/02/2018;24/01/2018;176;Gagné
820578136;SOC DIFFUS PROFES EXPORT MATERIEL;Financement plan réduction émissions CO2;8360914477;Lavon Lang;Modernisation;;17/08/2011;364;Perdu
829124650;A.G. CONSEIL ALAIN GUEZ CONSEIL;Prêt participatif développement bois;7205484478;Cecile Marquardt;Développement;;06/06/2017;371;Perdu
485076277;HERVE MINIOU CONSEIL ET COMPTABILITE;Financement installations production énergies renouvellables;4043794479;Trystan Hickle;Modernisation;;13/09/2013;133;Perdu
484615935;A.T.P;Prêt participatif développement bois;9207624480;Queen Pfannerstill;Développement;;10/11/2015;466;Perdu
853602241;SOC DASI;Financement formation TES;8862934481;Lavon Lang;Développement;27/02/2019;12/01/2019;398;Gagné
782846422;SITEXPO EXPLOITATION;Prêt participatif développement bois;7235444482;Darrion Becker;Développement;;12/01/2015;437;Perdu
315251348;ABC MARKETING;Financement installations production énergies renouvellables;5124774483;Queen Pfannerstill;Modernisation;;19/07/2012;412;Perdu
400421434;SINTIMEX;Financement formation TES;1386484484;Darrion Becker;Développement;13/01/2020;27/10/2019;423;Gagné
445330103;SMARTPILLS;Prêt économies énergies;9260534485;Cecile Marquardt;Modernisation;26/03/2020;01/02/2020;172;Gagné
451658389;HARRYS;Financement innovation écologique;2091324486;Cecile Marquardt;Développement;;18/05/2017;400;Perdu
441513231;A & F PROJECTS;Financement installations production énergies renouvellables;5948464487;Felicia Nicolas;Modernisation;28/04/2013;02/03/2013;354;Gagné
499195261;7C;Financement installations production énergies renouvellables;5192614488;Hayden Schroeder;Modernisation;;27/09/2010;375;Perdu
435237011;SNC PRIMEUM;Prêt Crédit Impôt Recherche;4227344489;Dusty Hoppe;Développement;;15/06/2010;209;Perdu
500525761;@MARK;Prêt Crédit Impôt Recherche;1138894490;Frederick Predovic;Développement;17/09/2018;06/07/2018;142;Gagné
509242582;HOTEL DE SENLIS PARIS;Financement plan réduction pollution;4114044491;Trystan Hickle;Modernisation;;25/07/2018;370;Perdu
503952426;SOC ATLANTIC HOTEL;Financement travaux modernisation;1830874492;Darrion Becker;Modernisation;;11/04/2016;445;Perdu
532850328;ABATAEL SERVICES;Financement travaux modernisation;9649084493;Brad Volkman;Modernisation;;03/06/2013;119;Perdu
844149047;HOTEL FRANCE ALBION;Prêt participatif développement bois;3903034494;Abigayle Rohan;Développement;;31/08/2014;135;Perdu
441880986;SMIIRL;Financement travaux modernisation;5538264495;Isaac Runolfsdottir;Modernisation;;11/04/2018;413;Perdu
448256248;A3 CONSEILS;Financement plan réduction émissions CO2;8705254496;Queen Pfannerstill;Modernisation;;07/07/2013;386;Perdu
445276348;AC L'EDEN;Financement travaux modernisation;1384034497;Isaac Runolfsdottir;Modernisation;;05/01/2018;399;Perdu
800280034;208 GRENELLE;Financement campagne sensibilisation interne TES;4145424498;Lavon Lang;Développement;;02/11/2018;247;Perdu
850113580;HMM BATIMENT;Financement plan réduction pollution;1237324499;Dusty Hoppe;Modernisation;05/08/2016;25/06/2016;114;Gagné
410210413;3 KLES SERVICES;Prêt participatif développement bois;0417184500;Trystan Hickle;Développement;;29/07/2013;326;Perdu
788424950;A2M CONSEIL;Financement formation TES;2421334501;Price Glover;Développement;08/12/2010;21/10/2010;400;Gagné
791254790;HEIMDALL;Prêt participatif développement bois;8818434502;Brad Volkman;Développement;03/01/2016;20/10/2015;311;Gagné
804521615;HMB - BDA;Financement travaux modernisation;1921904503;Mara Lowe;Modernisation;;25/06/2011;411;Perdu
820070118;HK DISTRIBUTION;Financement campagne sensibilisation interne TES;7225434504;Mara Lowe;Développement;;18/08/2015;237;Perdu
430347161;ABV CONSULTANTS;Prêt participatif développement bois;2980854505;Felicia Nicolas;Développement;;05/01/2011;425;Perdu
500873633;HESSEM;Financement plan réduction émissions CO2;3533294506;Isaac Runolfsdottir;Modernisation;29/11/2018;23/09/2018;434;Gagné
830428256;HHP;Financement installations production énergies renouvellables;6225354507;Hayden Schroeder;Modernisation;24/09/2010;02/08/2010;412;Gagné
840858898;SOC COOPE RENOVATION EQUIPEMENT COMMERCE;Financement plan réduction pollution;6676094508;Trystan Hickle;Modernisation;22/08/2010;04/07/2010;368;Gagné
821428562;48 RUE MONTMARTRE SARL;Prêt participatif développement bois;9556384509;Frederick Predovic;Développement;02/02/2017;05/12/2016;147;Gagné
425000148;SIPEST;Prêt économies énergies;6836714510;Dusty Hoppe;Modernisation;;04/08/2012;116;Perdu
819199167;SINENOVE;Prêt participatif développement bois;2474084511;Lavon Lang;Développement;17/06/2017;21/03/2017;451;Gagné
801389057;HLDG;Financement plan réduction pollution;1934114512;Hayden Schroeder;Modernisation;;20/12/2011;477;Perdu
39178223;A.G.P;Financement formation TES;3504334513;Isaac Runolfsdottir;Développement;;16/08/2012;467;Perdu
844577320;A.B.L.L. 55;Prêt participatif développement bois;4610934514;Abigayle Rohan;Développement;;10/03/2013;324;Perdu
844192591;2A;Prêt économies énergies;7816114515;Arnoldo Roob;Modernisation;25/01/2020;30/10/2019;467;Gagné
403049075;SISSO 360;Prêt Crédit Impôt Recherche;6488054516;Felicia Nicolas;Développement;;21/03/2010;156;Perdu
321263659;A MI CHEMIN;Financement plan réduction émissions CO2;4159804517;Brad Volkman;Modernisation;;05/06/2012;389;Perdu
420620262;HITTITE MICROWAVE;Financement plan réduction émissions CO2;7669334518;Frederick Predovic;Modernisation;;07/02/2013;157;Perdu
414016436;8EME CONTINENT;Financement plan réduction émissions CO2;0330974519;Lavon Lang;Modernisation;;23/10/2015;177;Perdu
530971399;SHIVAS;Financement travaux modernisation;3400924520;Arnoldo Roob;Modernisation;;27/12/2010;346;Perdu
825095789;A.C.V.;Financement installations production énergies renouvellables;6174794521;Trystan Hickle;Modernisation;;01/09/2014;301;Perdu
451385827;HOTEL DUQUESNE;Financement travaux modernisation;0305374522;Felicia Nicolas;Modernisation;;03/02/2012;157;Perdu
508827391;SOC GARAGE SAINT GEORGES;Financement installations production énergies renouvellables;4263184523;Arnoldo Roob;Modernisation;;09/12/2012;118;Perdu
803048321;HDF PARA;Financement plan réduction émissions CO2;0659304524;Arnoldo Roob;Modernisation;05/11/2013;25/08/2013;105;Gagné
