DATE_CREATION;SIREN;NOM_ENTREPRISE;NUM_REGISTRATION;TYPE_CLIENT;NB_SALARIES;ADRESSE_RUE;CITY;ZIPCODE
01/01/1997;428553929;SOC FRANCAISE DE CARDIOLOGIE;22602002;PME;216;16 Rue MADIRAA;COURBEVOIE;92400
05/07/2006;493255772;ABM;24541950;ETI;2170;1 Place SAMUEL DE CHAMPLAIN;COURBEVOIE;92400
01/09/2013;794788190;HOTEL HENRI IV;16173373;GE;5026;82  GALERIE DES DAMIERS;COURBEVOIE;92400
20/03/2017;828507996;SOC FRANCAISE DE TEXTILES;11018674;PME;136;43 Boulevard DE VERDUN;COURBEVOIE;92400
27/07/1992;388269383;ABM ALIMENTATION;30746852;TPE;5;141 Rue JEAN BAPTISTE CHARCOT;COURBEVOIE;92400
30/11/1995;348978982;HOTEL IMPERIAL;30710504;ETI;1141;20 Rue DES LILAS D ESPAGNE;COURBEVOIE;92400
01/01/2001;434367124;SOC FRANCAISE FOYERS ECONOMIQUES;19387790;PME;185;11 Rue LOUVAIN;COURBEVOIE;92400
01/01/2011;529294647;"""SPINOSI, SUREAU"" SOCIETE CIVILE PROFESSIONNELLE D'AVOCATS ASSOCIES AUPRES DU CONSEIL D'ETAT ET DE LA COUR DE CASSATION";34471574;PME;64;36 Place DES SAISONS;COURBEVOIE;92400
01/08/1984;428499677;202 ECOMMERCE;14301661;TPE;9;70 Rue SEGOFFIN;COURBEVOIE;92400
01/12/2003;451239628;3 AY;34097048;TPE;7;6 ALL MOZART;COURBEVOIE;92400
24/10/2014;807391438;A 5 A ARCHITECTES;18540255;TPE;4;7 Rue BAUDIN;COURBEVOIE;92400
01/10/2015;813409240;ABM ORKESTRA;32846030;TPE;8;41 Rue DU CAPITAINE GUYNEMER;COURBEVOIE;92400
01/07/2015;533084547;HOTEL ISTRIA;35230196;TPE;6;51 Rue DE BEZONS;COURBEVOIE;92400
26/12/1990;339669137;SOC FRANCAISE MICROBIOLOGIE;26665462;PME;240;142 Rue JP TIMBAUD;COURBEVOIE;92400
01/03/1995;400803607;&SENS;25336700;PME;58;193 Rue ARMAND SILVESTRE;COURBEVOIE;92400
03/03/2014;800280034;208 GRENELLE;20080685;TPE;2;106 Rue ARMAND SILVESTRE;COURBEVOIE;92400
01/11/2018;843163262;3 BIS ARCHITECTURE INTERIEURE;17300870;TPE;4;84 Avenue MARCEAU;COURBEVOIE;92400
15/07/2011;509154431;A A FERARU;14760129;ETI;308;21 Rue PIERRE BROSSOLETTE;COURBEVOIE;92400
01/04/1985;431180413;ABMO;15875541;GE;5262;295 Boulevard SAINT DENIS;COURBEVOIE;92400
12/04/2019;850034273;HOTEL JARDIN DE CLUNY;31065729;GE;5455;29 Rue ARMAND SILVESTRE;COURBEVOIE;92400
18/03/2019;850287475;SOC FRANCAISE NETTOYAGE;36367278;ETI;2236;5 Place DE L IRIS;COURBEVOIE;92400
01/03/1996;408183184;@ NET.LIVE;30822499;ETI;3455;39 Rue LOUIS BLANC;COURBEVOIE;92400
04/09/2017;500525761;@MARK;24733444;PME;115;19 Avenue DUBONNET;COURBEVOIE;92400
01/10/2001;439353855;217 RP;32827056;TPE;2;8 Rue DE SEBASTOPOL;COURBEVOIE;92400
06/10/2016;822949046;22Â°;33847342;TPE;1;1 Avenue MALVESIN;COURBEVOIE;92400
20/08/2007;499357705;3 IC INTERNATIONAL;33722635;TPE;5;77 Quai MARECHAL JOFFRE;COURBEVOIE;92400
20/08/2018;824555148;3 KLES CONSULTING;24795466;PME;35;3 Place CHARRAS;COURBEVOIE;92400
01/04/2010;402077325;A A Z ELECTRICITE;17709504;TPE;7;1 ALL JACQUES HENRI LARTIGUE;COURBEVOIE;92400
20/10/2018;844088534;A B DEVELOPPEMENT;23003219;PME;76;16 Rue DU PRESIDENT KRUGER;COURBEVOIE;92400
15/06/2004;420705659;ABP GROUPE;33323847;PME;49;102 Rue DE COLOMBES;COURBEVOIE;92400
29/06/1999;431936020;ABR;32452029;TPE;8;4 Rue MOLIERE;COURBEVOIE;92400
20/01/2012;793113093;HOTEL JOKE;33474007;PME;139;35 Boulevard SAINT DENIS;COURBEVOIE;92400
01/01/2000;417948254;HOTEL JUGE;27313720;GE;7729;9 ALL DE L ARCHE;COURBEVOIE;92400
18/04/2016;521119321;SOC FRANCAISE PROMOTION ARTISTIQUE;20017433;ETI;4230;21 Rue PIERRE BROSSOLETTE;COURBEVOIE;92400
09/10/2017;839775780;SOC FRANCAISE TRANSPORTS GONDRAND FRERES;39790341;ETI;3694;51 Rue LAMBRECHTS;COURBEVOIE;92400
20/11/2019;879319242;01NET MAG;18251658;PME;23;17 Boulevard GEORGES CLEMENCEAU;COURBEVOIE;92400
06/10/1993;393474598;10 MESSINE;26157122;TPE;7;3 Place DES FAUVELLES;COURBEVOIE;92400
01/09/2018;842051450;100 000 ENTREPRENEURS;25869892;TPE;7;19 Rue PIERRE CURIE;COURBEVOIE;92400
23/06/1998;419360813;100% SERVICES PARIS;14722084;PME;80;110 Avenue MARCEAU;COURBEVOIE;92400
01/02/2007;494252539;100%ZEN;16446215;PME;175;20 Rue DE BEZONS;COURBEVOIE;92400
31/08/2005;484058870;22FSP;31821776;TPE;4;56 Boulevard DE VERDUN;COURBEVOIE;92400
26/10/2009;440126365;23 DE ENERO;12479846;ETI;1718;4 Rue ROUGET DE L ISLE;COURBEVOIE;92400
01/04/2007;326981099;24 IP LAW GROUP FRANCE;24030976;PME;204;13 Rue PARMENTIER;COURBEVOIE;92400
01/12/2015;388358905;24/7 MEDIA;23094750;TPE;4;8 Rue LOUVAIN;COURBEVOIE;92400
20/11/2018;844192591;2A;23307999;TPE;8;17 Rue DES ETUDIANTS;COURBEVOIE;92400
01/06/2004;410210413;3 KLES SERVICES;26493427;TPE;1;3  PARC DE LATTRE DE TASSIGNY;COURBEVOIE;92400
01/07/2002;444608566;3 L EXPERT;29982643;PME;203;53 Rue VICTOR HUGO;COURBEVOIE;92400
01/04/2017;539456368;3 V FINANCE;15321028;PME;23;15 Rue DE NORMANDIE;COURBEVOIE;92400
01/09/2005;199222951;30 PARIS SAUFFROY;15440788;PME;176;33 Boulevard GEORGES CLEMENCEAU;COURBEVOIE;92400
02/05/2016;820527208;310 SAINT HONORE;25464964;PME;136;43 Boulevard DE VERDUN;COURBEVOIE;92400
01/01/1979;408686962;A C B POINT CARTOUCHES;26319008;ETI;3304;107 Quai MARECHAL JOFFRE;COURBEVOIE;92400
25/04/2005;384178604;A C C;15698635;GE;8514;17 Rue CARLE HEBERT;COURBEVOIE;92400
27/08/2015;813274339;A C C OPTIC;29388527;PME;228;82  GALERIE DES DAMIERS;COURBEVOIE;92400
08/04/2019;878300086;A C F G;33598678;TPE;5;11  VLA CHAMBON;COURBEVOIE;92400
13/04/2015;811409648;A C S  FRUITS;13685244;ETI;1774;37 Rue DE L INDUSTRIE;COURBEVOIE;92400
25/12/1995;39147749;ABRACADABRA;31546758;PME;182;8 Rue ROUGET DE L ISLE;COURBEVOIE;92400
11/02/2008;502379449;ABRD;13093779;PME;248;56 Rue VICTOR HUGO;COURBEVOIE;92400
01/04/2013;442764379;ABSOLUT SCOOT;34761086;TPE;7;15 Place DES COROLLES;COURBEVOIE;92400
20/03/2017;828497933;ABSOLUTE OFFICE;39910161;TPE;4;32 Rue BAUDIN;COURBEVOIE;92400
05/04/2006;490518370;ABSOLUTE PC;27648447;TPE;8;40  TERRASSE DE L IRIS;COURBEVOIE;92400
02/01/2011;817723869;HOTEL KENSINGTON;11977411;TPE;9;33 Boulevard SAINT DENIS;COURBEVOIE;92400
05/12/2005;480304344;HOTEL LA BOURDONNAIS;15904332;TPE;8;32 Avenue DE L ARCHE;COURBEVOIE;92400
24/03/2011;532029980;HOTEL LA PERLE DE PARIS;26758617;PME;15;12 Chemin PIERRE DE RONSARD;COURBEVOIE;92400
13/05/2013;792961278;HOTEL LANGLOIS SA;15707434;PME;93;44 Rue EDITH CAVELL;COURBEVOIE;92400
14/09/2012;423402312;HOTEL LE LAPIN BLANC;25621380;TPE;2;15 Rue DE L HOTEL DE VILLE;COURBEVOIE;92400
19/02/2018;448911511;SOC FRANCK ET FILS;33427494;TPE;7;125 Boulevard SAINT DENIS;COURBEVOIE;92400
11/01/2014;799062476;SOC FUSA PROTECTION;18631451;ETI;868;14 Rue DE DIEPPE;COURBEVOIE;92400
01/11/2008;508827391;SOC GARAGE SAINT GEORGES;16497187;GE;7787;20 Rue DE BEZONS;COURBEVOIE;92400
01/12/2011;537861742;SOC GENACO;30940199;GE;8058;100 Esplanade DU GENERAL DE GAULLE;COURBEVOIE;92400
10/11/2011;535266365;SOC GEORGES MONET;26265746;ETI;3141;7 Rue HUDRI;COURBEVOIE;92400
07/02/2019;848103941;1000 ET UNE COURSES;13000418;ETI;1902;23 Rue PIERRE CURIE;COURBEVOIE;92400
12/12/2005;450307947;2B FINANCE ET CONSEILS;11187621;PME;226;12 Rue DU REVEREND PERE CLOAREC;COURBEVOIE;92400
22/06/2010;523670495;32 HOCHE;21165372;TPE;8;10 Rue PIERRE LHOMME;COURBEVOIE;92400
01/01/1988;702002221;A D H SAINT CIRE;15964505;TPE;6;1 Place JEAN MILLIER;COURBEVOIE;92400
25/08/2008;508511755;ABSOLUTE SCOOTERS;27213309;TPE;7;20 Rue DU PRESIDENT KRUGER;COURBEVOIE;92400
27/08/1999;424752533;HOTEL LE MULHOUSE;31986712;PME;121;12 Rue EUGENE CARON;COURBEVOIE;92400
02/05/1994;348633462;SOC GESTION D'ESPACES EVENEMENTIELS;32467158;TPE;2;44 Rue DE L ALMA;COURBEVOIE;92400
18/11/2015;814840872;100EME ETAGE;26420855;PME;23;8  VLA DES FLEURS;COURBEVOIE;92400
01/06/2010;522720812;2CLN;36002446;PME;229;4 Rue DU REVEREND PERE CLOAREC;COURBEVOIE;92400
09/11/2018;844159459;33 RUE LA FAYETTE TENANT SAS;29403795;TPE;8;8 Rue ROUGET DE L ISLE;COURBEVOIE;92400
01/09/2007;499736791;A D NOVA;31316057;PME;249;3  VLA DES GENETS;COURBEVOIE;92400
01/11/2015;814815494;ABSTRIUM;24844095;GE;8765;3 Place DES FAUVELLES;COURBEVOIE;92400
10/04/2012;492972252;HOTEL LE SWANN;16333783;ETI;1320;76 Boulevard SAINT DENIS;COURBEVOIE;92400
01/10/2011;534886072;SOC GESTION DU LUTETIA;33977838;ETI;3720;147 Rue JP TIMBAUD;COURBEVOIE;92400
01/04/2011;441165370;109*;14623333;PME;166;333 Boulevard SAINT DENIS;COURBEVOIE;92400
01/09/2016;403701857;2DKS;20361866;TPE;4;19 Avenue LEONARD DE VINCI;COURBEVOIE;92400
01/02/2011;529609794;360 CAPITAL PARTNERS;26487747;TPE;2;1 Rue JEAN MOULIN;COURBEVOIE;92400
30/11/2006;451329817;A DEMAIN;10693269;PME;216;51 Rue DE BEZONS;COURBEVOIE;92400
01/12/2018;853042224;ABTO;39927482;PME;18;125 Boulevard SAINT DENIS;COURBEVOIE;92400
07/02/2018;837757681;HOTEL LENA;16134532;TPE;9;137 Avenue DE LA REPUBLIQUE;COURBEVOIE;92400
01/04/2007;348072109;SOC GESTION REALISATION COMPTABLE;14325089;ETI;3767;34 Rue HENRI REGNAULT;COURBEVOIE;92400
12/12/2006;431644798;12 Z;10241365;PME;119;70  GALERIE DES DAMIERS;COURBEVOIE;92400
27/06/2018;810133561;2GY;22073260;TPE;9;1 Rue ALFRED DE VIGNY;COURBEVOIE;92400
02/12/2008;509332029;369 SASU;36078301;TPE;3;43 Rue DES ETUDIANTS;COURBEVOIE;92400
25/04/2019;811300375;A E P STE MARTHE;29942507;TPE;4;16 Place DE L IRIS;COURBEVOIE;92400
09/11/2015;814934915;ABTRADE;30258120;PME;86;153 Rue JEAN BAPTISTE CHARCOT;COURBEVOIE;92400
23/11/2009;434024477;HOTEL LEOPOLD;19802973;PME;17;20 Rue DE BEZONS;COURBEVOIE;92400
06/05/2016;820541357;SOC GRAND GARAGE DU FAUBOURG;10147064;PME;74;28 Rue DE BELFORT;COURBEVOIE;92400
24/03/2014;502591399;123 APPLICATIONS SARL;20536973;PME;69;73 Avenue GAMBETTA;COURBEVOIE;92400
01/01/1988;438056368;2HAMIAU;25181546;ETI;2904;11 ALL DES TILLEULS;COURBEVOIE;92400
24/08/2004;478315583;37 LOGISTICS;23584833;GE;7841;16 Place DE L IRIS;COURBEVOIE;92400
08/07/2016;821681970;A ET B ARCHITECTES;17623145;PME;91;25 Rue DES ETUDIANTS;COURBEVOIE;92400
16/01/2018;834944688;ABUSTY;38832035;TPE;4;14 Avenue GALLIENI;COURBEVOIE;92400
20/07/2010;524135878;HOTEL LIBERIA;28542658;ETI;1943;7 Avenue PUVIS DE CHAVANNES;COURBEVOIE;92400
27/07/2018;841448202;SOC GRAND HOTEL DE PARIS;16255120;PME;44;293 Boulevard SAINT DENIS;COURBEVOIE;92400
17/01/2014;527862460;123BILLETS;20401364;PME;105;4 Rue EDITH CAVELL;COURBEVOIE;92400
18/09/2006;492513346;2L BATIMENT;36117870;TPE;1;16 Rue DES LILAS D ESPAGNE;COURBEVOIE;92400
02/03/2017;828899112;3977 CONTRE LA MALTRAITANCE;34766903;TPE;1;13 Chemin PIERRE DE RONSARD;COURBEVOIE;92400
01/07/2003;449060342;A ET L 15;27536123;TPE;7;5 Rue PAUL NAPOLEON ROINARD;COURBEVOIE;92400
20/09/2013;430347161;ABV CONSULTANTS;12385550;TPE;6;20 Rue GAULTIER;COURBEVOIE;92400
02/04/2019;849942636;HOTEL LITTRE;22673768;TPE;3;53 Avenue DE L ARCHE;COURBEVOIE;92400
18/09/2007;500238241;SOC GRAND HOTEL LAFAYETTE BUFFAULT;17534256;PME;79;47 Avenue GAMBETTA;COURBEVOIE;92400
01/07/2019;849598917;137 BLVD;22019680;PME;98;83 Boulevard DE LA MISSION MARCHAND;COURBEVOIE;92400
25/12/1995;43829936;2L RESTO;10333787;TPE;6;32 Rue GAULTIER;COURBEVOIE;92400
09/04/2018;838732238;3A CONSEIL;35018560;TPE;9;110 Esplanade DU GENERAL DE GAULLE;COURBEVOIE;92400
21/03/2018;838440287;A ET L7;39055316;ETI;4552;2 Rue BAUDIN;COURBEVOIE;92400
01/09/2016;822949327;ABV LEGAL;10087125;GE;8569;57 Rue ARMAND SILVESTRE;COURBEVOIE;92400
03/07/2018;840342992;HOTEL LOUISON;32930988;GE;7967;51 Avenue LEONARD DE VINCI;COURBEVOIE;92400
01/09/2016;835061979;SOC GRAND HOTEL MODERNE;19712164;ETI;1431;49 Avenue PASTEUR;COURBEVOIE;92400
02/01/2008;501379705;14 TRANS;22608857;ETI;3234;31 Rue DES FAUVELLES;COURBEVOIE;92400
03/01/2011;519570717;2M & ASSOCIES;22254184;PME;136;18 Rue DE SEBASTOPOL;COURBEVOIE;92400
10/05/2016;820853877;3A DEVELOPPEMENT;14525877;TPE;3;105 Rue ARMAND SILVESTRE;COURBEVOIE;92400
24/02/2015;809801483;A F M D;22578083;TPE;5;88 Rue DE COLOMBES;COURBEVOIE;92400
01/10/2010;524723129;ABVENT R & D;34525062;TPE;5;2 Place JEAN MILLIER;COURBEVOIE;92400
01/01/1984;784546921;HOTEL LOUVRE RIVOLI;15511137;PME;249;1 Rue PIERRE BROSSOLETTE;COURBEVOIE;92400
16/06/2008;451117287;SOC GRAND HOTEL UNIVERS;23430972;TPE;2;10 Rue EUGENE CARON;COURBEVOIE;92400
22/02/2019;848663894;142 CREPERIE CONTEMPORAINE;20660411;PME;72;88 Rue DES ETUDIANTS;COURBEVOIE;92400
01/12/2012;789743283;2MA OPTIQUE;13570075;PME;243;67 Avenue PUVIS DE CHAVANNES;COURBEVOIE;92400
25/12/1995;43902469;3AO PATRIMOINE EXPERTISE;16727969;TPE;9;34 Rue DE COLOMBES;COURBEVOIE;92400
01/06/2016;492028451;A FORTIORI;26610033;PME;209;51 Rue DU CAPITAINE GUYNEMER;COURBEVOIE;92400
24/06/2008;507495349;ABY PIZZA;26486073;GE;5345;31 Avenue LEONARD DE VINCI;COURBEVOIE;92400
01/10/2015;482080751;HOTEL MADELEINE HAUSSMANN;10122271;ETI;263;17 Boulevard DE VERDUN;COURBEVOIE;92400
01/01/1997;411194632;SOC HELP TAXIS;38335825;ETI;4268;100 Esplanade DU GENERAL DE GAULLE;COURBEVOIE;92400
01/06/2006;453144818;1630 CONSEIL;21804408;PME;11;5 Rue KILFORD;COURBEVOIE;92400
20/10/2010;477930283;2MDA;33186895;TPE;8;10 Rue DES LILAS D ESPAGNE;COURBEVOIE;92400
15/10/1995;400408233;3C ASSOCIES;26992500;TPE;1;12 Rue BAUDIN;COURBEVOIE;92400
20/11/2000;433578515;A G H;15630685;PME;106;16 Rue EDITH CAVELL;COURBEVOIE;92400
13/05/2019;850952615;ABYS MARKET;13194498;PME;28;21 Boulevard DE VERDUN;COURBEVOIE;92400
15/09/2009;515058634;HOTEL MADELEINE PLAZA;25287513;TPE;8;51 Avenue LEONARD DE VINCI;COURBEVOIE;92400
15/10/2018;843450776;SOC HISTOR LITTER POLONAISE;24925665;ETI;1607;108 Avenue DE LA REPUBLIQUE;COURBEVOIE;92400
03/09/2016;822391421;19 JEAN JAURES;34479588;PME;229;31 Boulevard DE VERDUN;COURBEVOIE;92400
01/01/1900;785353186;19 MAI PRESSE;26482467;TPE;9;67 Rue EUGENE CARON;COURBEVOIE;92400
23/12/1987;343779690;2MM;19889099;TPE;4;16 Place DE L IRIS;COURBEVOIE;92400
11/06/2013;483683777;2MOSS;15690013;TPE;9;217 Boulevard SAINT DENIS;COURBEVOIE;92400
09/11/2000;352007363;3C AVOCATS;31328578;PME;30;12 Rue DU 22 SEPTEMBRE;COURBEVOIE;92400
01/07/2002;822388138;3CSDIS;34202763;PME;31;100 Rue DE COLOMBES;COURBEVOIE;92400
06/01/2017;832525901;4 D;29127605;PME;28;23 Avenue GALLIENI;COURBEVOIE;92400
01/03/1983;431825017;4 EN 1;28932270;PME;217;20 Avenue ANDRE PROTHIN;COURBEVOIE;92400
01/07/1999;409611274;A GOOD START IN FRANCE;15863967;ETI;4823;53 Rue VICTOR HUGO;COURBEVOIE;92400
20/02/2015;793704164;A HOUSE OF PRINT;27700806;GE;8390;12 Chemin PIERRE DE RONSARD;COURBEVOIE;92400
10/11/2017;445276348;AC L'EDEN;10238815;PME;119;67 Rue DE STRASBOURG;COURBEVOIE;92400
24/02/2017;827967852;AC M&S;27242447;TPE;9;4 Avenue D ALSACE;COURBEVOIE;92400
01/12/2010;528649395;HOTEL MARAIS GRANDS BOULEVARDS;23152499;ETI;942;187 Boulevard SAINT DENIS;COURBEVOIE;92400
17/09/2015;813691342;HOTEL MARCEAU BASTILLE;17864468;PME;36;17 Rue LOUIS ULBACH;COURBEVOIE;92400
01/03/2013;792866071;SOC HOBAL;10879461;PME;189;43 Avenue MARCEAU;COURBEVOIE;92400
06/02/2001;435269527;SOC HOTEL AMINA;23774861;TPE;3;130 Rue JEAN BAPTISTE CHARCOT;COURBEVOIE;92400
06/03/2008;503000085;1PAXX;23391437;TPE;6;2 Square HENRI REGNAULT;COURBEVOIE;92400
18/03/2004;453258469;2MY+;11508111;TPE;3;41 Rue LOUIS BLANC;COURBEVOIE;92400
01/08/2013;792924441;3D MAQ;37003644;TPE;7;95 Avenue DE LA REPUBLIQUE;COURBEVOIE;92400
05/09/2000;433152261;4 F INTERNATIONAL;18249214;TPE;9;59 Boulevard DE VERDUN;COURBEVOIE;92400
01/01/2012;523539260;A I R F L E X;32169184;PME;53;60 Rue DE BEZONS;COURBEVOIE;92400
15/10/2015;813900370;AC MONTPARNASSE;10656774;PME;242;10 Villa STE CECILE;COURBEVOIE;92400
01/01/2007;423055912;HOTEL MAXIM QUARTIER LATIN;27017751;TPE;1;9 Rue SAINTE MARIE;COURBEVOIE;92400
23/11/2009;432099059;SOC HOTEL AVIA;35358590;TPE;7;63 Rue DE LA SABLIERE;COURBEVOIE;92400
15/05/2016;820216067;2 A RESTAURANTS;17602590;ETI;4809;55 Rue DES ETUDIANTS;COURBEVOIE;92400
01/04/2014;413730714;2PMD AUSTRALIA;21854518;GE;5320;24 Rue DE BELFORT;COURBEVOIE;92400
23/03/2016;819964958;3D SOFT;20301236;GE;8224;61 Rue HENRI REGNAULT;COURBEVOIE;92400
01/02/2017;552113771;4 MY PEOPLE;10123972;ETI;1376;10 Rue DES LILAS D ESPAGNE;COURBEVOIE;92400
29/06/2017;818459190;A J C INGENIERIE;19956967;ETI;2684;18 Rue CARLE HEBERT;COURBEVOIE;92400
11/10/2005;484571419;AC SUCRE;30341394;PME;135;63 Rue ARMAND SILVESTRE;COURBEVOIE;92400
01/08/2016;821839735;HOTEL MAYFAIR;30156484;TPE;1;4 Rue MOLIERE;COURBEVOIE;92400
09/07/2018;842944878;SOC HOTEL BALMORAL;13180559;TPE;9;199 Boulevard SAINT DENIS;COURBEVOIE;92400
21/10/2009;421624073;2 B O;19488569;TPE;5;39 Avenue PUVIS DE CHAVANNES;COURBEVOIE;92400
16/07/2012;752936062;2 C FINANCE;11582725;PME;158;51 Rue EDITH CAVELL;COURBEVOIE;92400
01/01/2009;835309881;2THELOO FRENCH GROUP;11012035;TPE;5;1 Place RAPHAEL;COURBEVOIE;92400
22/02/2019;848606877;2Y MEDIA;27990599;PME;155;14 Rue DE ROUEN;COURBEVOIE;92400
01/01/2018;841048630;3H;36339538;PME;235;111 Rue RAYMOND RIDEL;COURBEVOIE;92400
17/04/2019;825115306;3P1C;34623442;TPE;2;82 Rue DES ETUDIANTS;COURBEVOIE;92400
01/11/2018;843906694;4 ROUES SOUS 1 PARAPLUIE SAS;18448852;PME;185;11 Rue JEAN MOULIN;COURBEVOIE;92400
29/08/2012;753702406;4 SUCCESS;32705905;GE;6398;56 Rue GAULTIER;COURBEVOIE;92400
01/06/2019;851981977;A JAMAIS LES PREMIERS;10517693;ETI;2190;20 Avenue ANDRE PROTHIN;COURBEVOIE;92400
01/04/2013;791698012;A K SARL;20820476;ETI;4843;6 Rue KLEBER;COURBEVOIE;92400
01/10/2014;423329259;AC&O;18981168;PME;28;45 Avenue PUVIS DE CHAVANNES;COURBEVOIE;92400
08/10/2015;813951282;ACACIAS ETOILE;39412442;TPE;5;57 Avenue GAMBETTA;COURBEVOIE;92400
14/06/2016;821672417;HOTEL MERCEDES;18329017;TPE;8;19 Avenue DUBONNET;COURBEVOIE;92400
18/03/2016;479211559;HOTEL MESLAY REPUBLIQUE;23251865;PME;193;19 Rue SAINTE GENEVIEVE;COURBEVOIE;92400
03/04/2017;828954636;SOC HOTEL BELFAST;21903819;PME;151;2 Place JEAN MILLIER;COURBEVOIE;92400
01/01/2004;451437099;SOC HOTEL BRESCIA;19883863;TPE;4;9 ALL DE L ARCHE;COURBEVOIE;92400
18/02/2009;510493406;2 CF NET;19977027;ETI;289;1 Square LEON DE BERTALOT;COURBEVOIE;92400
20/10/2017;832788012;3PR SARL;12978277;PME;233;42 Rue LOUIS ULBACH;COURBEVOIE;92400
01/07/2019;522739234;43 MONTMARTRE;34774610;TPE;2;1 Rue AUGUSTE BEAU;COURBEVOIE;92400
25/11/2015;815361621;A LA BONNE HEURE;20058983;TPE;9;29 Rue HOCHE;COURBEVOIE;92400
19/09/2017;832607790;ACADEMEIE MUSICALE DU 13EME  ARRT;35773581;TPE;9;9 Rue BALIAT;COURBEVOIE;92400
15/11/2017;809284177;HOTEL MICHEL MONTPARNASSE;25375022;PME;191;1 Place SAMUEL DE CHAMPLAIN;COURBEVOIE;92400
08/08/2018;841674625;SOC HOTEL BRISTOL TOURISME;14149506;PME;52;20 Rue DU 22 SEPTEMBRE;COURBEVOIE;92400
01/08/1996;409070075;12 DEA;29970214;PME;20;119 Rue ARMAND SILVESTRE;COURBEVOIE;92400
26/10/2017;833172422;3W ACADEMY;19599402;PME;239;22 Avenue GALLIENI;COURBEVOIE;92400
08/07/2016;821428562;48 RUE MONTMARTRE SARL;38485314;ETI;1530;39 Rue LOUIS BLANC;COURBEVOIE;92400
13/08/2019;853255735;A LA BONNE MENAGERE;18021203;GE;8738;22 Rue DES LILAS D ESPAGNE;COURBEVOIE;92400
09/10/2018;843485699;ACADEMIE DE CHIRURGIE;18705198;PME;48;48 Rue DU CAPITAINE GUYNEMER;COURBEVOIE;92400
01/04/1996;412217309;HOTEL MIRABEAU EIFFEL;37992332;TPE;8;56 Avenue DE L ARCHE;COURBEVOIE;92400
04/10/2017;833382294;SOC HOTEL CHAPLAIN;13695949;ETI;1287;4 Rue DES SALLES;COURBEVOIE;92400
30/08/1999;425000866;2 HS CONSULTANTS;23021826;PME;64;53 Rue FRANKLIN;COURBEVOIE;92400
01/01/2012;539477166;2 S COSMETIQUE;36869504;PME;131;4 Rue KLEBER;COURBEVOIE;92400
30/06/2018;442803102;3W COMPUTER;27000490;TPE;2;7 Rue DE VISIEN;COURBEVOIE;92400
04/04/2016;421295007;4 A INTERNATIONAL;23856223;TPE;3;16 Place DE L IRIS;COURBEVOIE;92400
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
